date,report
8/27/2020,**UPDATE: OPEN** I-10 at Mile Marker 146 1/2 WB - West Baton Rouge Parish
8/26/2020,"Grand Lake Bridge closed to motorists, Black Bayou Bridge open - Calcasieu/Cameron Parish"
8/26/2020,***UPDATE*** Judge Perez Bridge (LA 23) closed to marine traffic
8/26/2020,**UPDATE: OPEN**  Temporary Closure - Burbank Drive between Ben Hur Road and Lee Drive - East Baton Rouge Parish
8/25/2020,***UPDATE: OPEN*** LA 47 floodgate closure in Orleans Parish
8/25/2020,"I-10, Orleans Parish, SP# H.010018.6"
8/25/2020,"US 90B, Crescent City Connection, Orleans Parish"
8/25/2020,"*** UPDATE: OPEN *** LA 300 floodgate closure, St. Bernard Parish"
8/25/2020,"***UPDATE: OPEN*** LA 39 flood gate closure, Plaquemines Parish"
8/25/2020,***UPDATE***US 90 Business (Broad Street) Westbound Right Lane Closure between S. Franklin St. and Enterprise Blvd. - Calcasieu Parish
8/25/2020,***UPDATE rescheduled***DOTD announces upcoming US 190 Bridge lane closures in East Baton Rouge Parish
8/24/2020,***UPDATE Rescheduled*****DOTD announces upcoming US 61 lane closure in East Baton Rouge Parish
8/24/2020,LINCOLN PARISH LANE CLOSURES: I-20 EB at LA 507 Overpass (EXIT 77)
8/24/2020,LA 23 floodgate closure in Plaquemines Parish
8/24/2020,***OPEN***U.S. 11 floodgate closure
8/24/2020,***OPEN*** US 90 floodgate closure
8/24/2020,"CANCELED: I-10, Orleans Parish, SP# H.010018.6"
8/24/2020,"CANCELED: LA 611-1 (River Road) from Arnoult Road to Highway Drive, Jefferson Parish, S.P. No H.012161"
8/24/2020,"CANCELED: I-10, Orleans Parish, H.013587.6"
8/24/2020,"CANCELED: I-10 Williams Blvd. to I-10/I-610 Split, Jefferson Parish, H.009054"
8/24/2020,"CANCELED: UPDATE -  I-10, Orleans Parish, H.013587.6"
8/24/2020,"CANCELED: LA 3152 Clearview Pkwy W. Metairie to Argonne St., Jefferson Parish, H.012571"
8/24/2020,"CANCELED: UPDATE: I-10, Orleans Parish, H.013587.6"
8/24/2020,"CANCELED: US 90, Crescent City Connection, Orleans Parish"
8/24/2020,UPDATE: CANCELLED – Road closure on LA 109 AT MP 0.032 (N of US 90 & LA 109) – Calcasieu Parish
8/24/2020,UPDATE: CANCELLED – Lane closure on LA 109 – Calcasieu Parish
8/24/2020,CANCELED - US 190- Partial Road Closure -  Project #: H.011152 - St. Tammany Parish
8/24/2020,"BRIDGE CLOSURE: I-20 westbound on-ramp from Murphy St., Caddo Parish"
8/23/2020,UPDATE: Nighttime lane closure on I-10 WB from I-210 to LA 108 – Calcasieu Parish
8/23/2020,***UPDATE: CANCELED***LA 23 SB (Belle Chasse Tunnel) Closure
8/22/2020,UPDATE – REOPENED: Spring Street overpass (LA 1 northbound) in downtown Shreveport
8/21/2020,LA 27 (Main St.) Northbound and Southbound Intermittent Lane Closures:  Kelso Bayou Bridge (MP 67.6) to south of Park Rd (MP 71.0) – Cameron Parish
8/21/2020,"LA 671 (Canal Street) at Railroad Crossing, Iberia Parish, Road Closure"
8/21/2020,"US 90B Harvey Tunnel, Westbound Total Closure, Jefferson Parish"
8/21/2020,"UPDATE – REOPENED: I-20 westbound on-ramp from I-220 eastbound, Bossier Parish"
8/21/2020,Nighttime lane closure: I-10 EB between LA 108 and I-210 – Calcasieu Parish
8/21/2020,"CANCELED: UPDATE US 90, Chef Pass Bridge (Total Closure), Orleans Parish"
8/21/2020,LA 59 - Partial Road Closure -  Project #: H.011030 - St. Tammany Parish
8/20/2020,"UPDATE - REOPENED: I-20 eastbound at Mississippi River (Vicksburg), Madison Parish"
8/20/2020,LA 16 - Partial Road Closure -  Project #: H.013230 - Livingston Parish
8/20/2020,***UPDATE Ramp Closure added***DOTD announces upcoming I-110 lane closure in East Baton Rouge Parish
8/20/2020,**BRIDGE RE-OPENED** LA 501 over Kyiaies Creek; Winn Parish
8/20/2020,I-10EB LANE CLOSURE (EAST BATON ROUGE PARISH) MM 167 TO MM 170
8/20/2020,I-10EB RAMP CLOSURE (EAST BATON ROUGE PARISH) LA 73 EB OFF RAMP
8/20/2020,"UPDATE: LA 3152 Clearview Pkwy W. Metairie to Argonne St., Jefferson Parish, H.012571"
8/20/2020,"EXTENDED! LA 92 (East Whitney Street/Leger Road/Domingue Road) from LA 13 to 0.108 mile east of Vermilion PL, Acadia Parish, Alternating Lane Closure"
8/20/2020,"LA 18 (River Road), St. Charles Parish, S.P. H.012600"
8/20/2020,"I-310, St. Charles Parish, S.P. H.012617"
8/20/2020,"US 90, Chef Pass Bridge, Orleans Parish"
8/20/2020,LA 27 KELSO BAYOU BRIDGE AT MP 67.4 ALTERNATING LANE CLOSURE – CAMERON PARISH
8/19/2020,"I-10 EB between MM 114.5 & 117 (Atchafalaya Basin Bridge), St. Martin Parish, Alternating Lane Closures"
8/19/2020,"I-10 EB On Ramp at Exit 104 - Louisiana Avenue, Lafayette Parish, Intermittent Ramp Closure"
8/19/2020,"I-10 EB at I-49, Lafayette Parish, Intermittent Ramp Closure"
8/19/2020,"I-10 EB Off Ramp at Exit 104 - Louisiana Avenue, Lafayette Parish, Intermittent Ramp Closure"
8/19/2020,"I-10 EB from MM 103 (I-49) to MM 104 (Vermilion River), Lafayette Parish, Lane Closure"
8/19/2020,ROAD IS NOW OPEN-ST. TAMMANY PARISH: Capital Culvert La 59 (Range Line Road) closure
8/19/2020,"LA 47, St. Bernard Parish, H.013560.6"
8/19/2020,Interstate 10 in Jefferson Parish
8/19/2020,LA 26 (S. Lake Arthur Ave.) Southbound Intermittent Lane Closure: MP 67.0 (just south of Pearl St) in Jennings – Jefferson Davis Parish
8/19/2020,**LANE CLOSURE** US 84; over Dugdemona River; Winn Parish
8/19/2020,LA 383 Northbound Intermittent Lane Closure: Railroad Avenue (MP 0.4) to just South of LA 3059 (MP 2.7) in Iowa – Calcasieu Parish and Jefferson Davis
8/19/2020,Intermittent lane closures on LA 14 northbound between E. Prien Lake Road and 12th Street – Calcasieu Parish
8/19/2020,I-10 WESTBOUND RIGHT LANE CLOSURE - CALCASIEU RIVER BRIDGE AT MP 28.7 - CALCASIEU PARISH
8/19/2020,"US 90B, Crescent City Connection, Orleans Parish"
8/18/2020,***UPDATE***I-10 South Frontage Road Eastbound Intermittent Lane Closure: MP 40.4 to MP 42.3 (West of Iowa) – Calcasieu Parish
8/18/2020,"I-12, Livingston Parish, Lane Closure, S.P. H.011278 ** UPDATED **"
8/18/2020,Alternating lane closures on LA 397– Calcasieu Parish
8/18/2020,"I-55 & I-12 DISTRICT WIDE OGFC SPOT REPAIR – ST. TAMMANY PARISH, RAMP CLOSURES AT I-12/ I-59/ I-10 INTERCHANGE - STATE PROJECT H.013903"
8/18/2020,"I-10 EB & WB on the Atchafalaya Basin Bridge, St. Martin & Iberville Parishes, Alternating Lane Closures for a Sweeping Operation"
8/18/2020,"I-10 Eastbound & Westbound, Acadia Parish, Alternating Lane Closures for Sweeping Operation"
8/18/2020,I-10 EB LANE CLOSURE (EAST BATON ROUGE PARISH) MM 171 TO MM 173
8/18/2020,I-10 EB RAMP CLOSURE (EAST BATON ROUGE PARISH) LA 73 EB OFF RAMP
8/18/2020,"UPDATE: LA 3144/Susek Drive Roundabout, Rapdies Parish"
8/18/2020,St. Tammany:  LA 41 (Dump Road - LA 435) - Lane Closures
8/18/2020,"Tulane Avenue Exit Ramp to WB I-10, Orleans Parish"
8/18/2020,"I-10 WB from MM 104 to MM 103, Lafayette Parish, Lane Closure"
8/18/2020,"I-10, On-Ramp to US 90 (Pontchartrain Expressway), Orleans Parish"
8/18/2020,"I-10, Jefferson and St. Charles Parish, S.P. No. H.011670"
8/18/2020,"US 90B, Crescent City Connection HOV, Orleans Parish"
8/17/2020,Intermittent lane closures on LA 14 southbound between Oak Park and E Prien Lake – Calcasieu Parish
8/17/2020,I-110 @ Florida Street Exit (Update)
8/17/2020,"I-10 EB from MM 103 (Bayou Coulee) to MM 104 (Vermilion River), Lafayette Parish, Lane Closure"
8/17/2020,LA 413 Lane Closure (Update)
8/17/2020,DOTD announces upcoming Perkins on ramp closure in East Baton Rouge Parish
8/17/2020,"US 190 WB at MP 134.5, St. Landry Parish, Lane Closure for Bridge Repairs"
8/17/2020,I-10 EB ALTERNATING LANE CLOSURE (EAST BATON ROUGE PARISH) MM 165 TO MM 167
8/17/2020,"US 90, Chef Pass Bridge (Total Closure), Orleans Parish"
8/17/2020,I-10 EB LANE CLOSURE (EAST BATON ROUGE PARISH) MM 168 TO MM 172
8/17/2020,I-10 EB RAMP CLOSURE (EAST BATON ROUGE PARISH) HIGHLAND ROAD EB OFF RAMP
8/17/2020,I-10 EB LANE CLOSURE (EAST BATON ROUGE PARISH) MM 167 to MM 170
8/17/2020,LA 12 BETWEEN CLARK RD AND BRUCE RD (MP 31.3) ALTERNATING LANE CLOSURE – BEAUREGARD PARISH
8/17/2020,H.013483 -- LA 327: River Road -- East Baton Rouge Parish
8/14/2020,"UPDATE - REOPENED: LA 764 bridge over Mim Springs, near Logansport, DeSoto Parish"
8/14/2020,NOW OPEN: LA 603 south of Tallulah in Madison Parish
8/14/2020,"I-10, Jefferson and St. Charles Parish, S.P. No. H.013839"
8/14/2020,"LA 16, Livingston Parish, Road Closure, S.P. H.013230"
8/14/2020,***ROAD CLOSURE*** Iberville Parish Maringouin- LA 411 to LA 77
8/14/2020,***ROAD CLOSURE*** Iberville Parish
8/14/2020,"US 61: Bayou Manchac & Bayou Francois Bridges, Intermittent Lane Closures and New Traffic Pattern, East Baton Rouge & Ascension Parishes"
8/14/2020,"US 61: Bayou Manchac & Bayou Francois Bridges, Lane Closure, East Baton Rouge & Ascension Parishes**EXTENDED DATES**"
8/14/2020,"US 61: Bayou Manchac & Bayou Francois Bridges, Lane Closure, East Baton Rouge & Ascension Parishes"
8/14/2020,H.011295 -- LA 73: Government St. -- East Baton Rouge Parish
8/14/2020,H.011295 -- LA 73: Government St. -- East Baton Rouge Parish
8/14/2020,H.012185 -- LA 3034: Sullivan Rd. -- East Baton Rouge Parish
8/14/2020,***LANE CLOSURE*** Pointe Coupee Parish
8/14/2020,"RESCHEDULED!! I-10 EB between MM 114.5 and Exit 115 - LA 347 (Henderson, Cecilia), St. Martin Parish, Alternating Lane Closures"
8/13/2020,"LA-427 (S. Acadian Thruway): I-10 - LA-73 (Government St.), East Baton Rouge Parish"
8/13/2020,Emergency Lane Closure - I-10 WB (City Park Lake Bridge) - East Baton Rouge Parish
8/13/2020,"US 90B, Orleans Parish"
8/13/2020,"I-10 Williams Blvd. to I-10/I-610 Split, Jefferson Parish, H.009054"
8/13/2020,"I-10, Jefferson Parish"
8/13/2020,** UPDATE*** Lane Closure CANCELLED*****DOTD announces upcoming I-110 lane closure in East Baton Rouge Parish
8/13/2020,"LA 541 (River Road), Jefferson Parish, H.012553.6"
8/13/2020,"**UPDATE**  LA 1208-2 (Sterkx Road); Alexandria, Rapides Parish; H.014321; Road Closure"
8/13/2020,"LA 128, Franklin Parish *Update: OPEN*"
8/13/2020,"LA 16, Livingston Parish, Road Closure, S.P. H.013724"
8/13/2020,"LA 18 (River Road), St. Charles Parish, S.P. H.012600"
8/13/2020,"I-310, St. Charles Parish, S.P. H.012617"
8/13/2020,"LA 3152 Clearview Pkwy W. Metairie to Argonne St., Jefferson Parish, H.012571"
8/13/2020,UPDATE: Intermittent lane closures on LA 14 southbound from 19th Street to Prien Lake Road – Calcasieu Parish
8/12/2020,"UPDATE: H.012076, LA 415: Improvements at Plantation Ave, West Baton Rouge Parish"
8/12/2020,"US 90B, Crescent City Connection, Orleans Parish"
8/12/2020,H.013579.6 – Interstate 10 (I-10) -- East Baton Rouge
8/12/2020,"H.012395, LA 415 & US 190 Overlay, West Baton Rouge Parish"
8/12/2020,"I-10, Orleans Parish, H.013587.6"
8/12/2020,***UPDATE***LA 384 (Big Lake Road) Southbound Lane Closure: MP 16.2 through MP 16.3 south of Black Bayou Bridge - Calcasieu Parish
8/12/2020,"LA 47, St. Bernard Parish, H.013560.6"
8/12/2020,"US 90, Jefferson and St. Charles Parish, H.012051.6"
8/12/2020,"**UPDATE** LA 3144 (Edgewood Dr.) at Susek Dr., Pineville, Rapides Parish;  H.008263;  Concrete Pouring"
8/12/2020,"EXTENDED!  I-10 EB between MM 114.5 & Exit 115 - LA 347 (Henderson, Cecilia), St. Martin Parish, Alternating Lane Closures"
8/12/2020,LA 69 (ASSUMPTION PARISH) ROAD CLOSURE - ROAD OPEN
8/12/2020,"REVISED:  I-10, from Clearview Parkway to Causeway Boulevard, Jefferson Parish"
8/11/2020,"US 61 from RR Overpass to LA 50, in Jefferson & St. Charles Parish, S.P. No H.000320"
8/11/2020,LA 27 ELLENDER BRIDGE (OVER INTRACOASTAL WATERWAY) MP 71.4 ALTERNATING LANE CLOSURE – CALCASIEU PARISH
8/11/2020,"I-10 WB from MM 108 (Bayou Teche) to MM 107 (Weigh Station), Lafayette Parish, Lane Closure"
8/11/2020,ST. TAMMANY PARISH - I-10: LANE CLOSURES (SLIDELL)
8/11/2020,ST. TAMMANY PARISH – I-10: SLIDELL RAMP CLOSURES
8/11/2020,ST. TAMMANY PARISH – I-10: MEDIAN PROTECTION-OAK HARBOR LIGHT/RAMP
8/11/2020,LA 384 (Country Club Road – Westbound) and LA 384 (Big Lake Road – Southbound) Intermittent Lane Closures: Weaver Road to Vincent Road - Calcasieu Par
8/10/2020,"US 90, Crescent City Connection, Orleans Parish"
8/10/2020,"LA 128, Franklin Parish"
8/10/2020,I-10 full closure from Exit 25 to Exit 34 – Calcasieu Parish
8/10/2020,"LA 47, St. Bernard Parish, H.013560.6"
8/10/2020,ST. TAMMANY PARISH - I-12: US 190 TO LA 59
8/10/2020,"US 90, Danziger Bridge, US 90, SP# H.000303.6"
8/10/2020,"ROAD CLOSURE: LA 191 at Toledo Bend Spillway, Sabine Parish"
8/10/2020,"LA 1158, Evangeline Parish, Bridge Closure"
8/10/2020,"REVISED: LA 611-1 (River Road) from Arnoult Road to Highway Drive, Jefferson Parish, S.P. No H.01216"
8/10/2020,"I-10, Jefferson and St. Charles Parish, S.P. No. H.013839"
8/10/2020,LA 1 Railroad Bridge; West Baton Rouge Parish
8/10/2020,LA 10 WB Lane Closure in West Feliciana Parish
8/10/2020,LA 73 Lane Closure @ Manchac Bridge
8/8/2020,"DOTD announces opening of Susek/LA 3144 Roundabout in Pineville, Rapides Parish"
8/7/2020,I-10EB (EAST BATON ROUGE PARISH) HIGHLAND ROAD EB OFF RAMP CLOSURE
8/7/2020,I-10EB (EAST BATON ROUGE PARISH) MM 164 TO MM 167
8/7/2020,Highland Road (LA 948) -- East Baton Rouge Parish
8/7/2020,H.013331 -- LA 427: Perkins Rd. -- East Baton Rouge Parish
8/7/2020," US 90 (CCC), Orleans Parish"
8/7/2020,NOW OPEN: LA 589 near Redwing in West Carroll Parish
8/7/2020,***LANE CLOSURE***LA 1 SB (Outside) and LA 1 NB (Inside) at Bayou Plaquemine Bridge
8/7/2020,"LA 16, Livingston Parish, Road Closure, S.P. H.013230"
8/7/2020,"LA 16, Livingston Parish, Road Closure, S.P. H.013230"
8/7/2020,"LA-427 (S. Acadian Thruway): I-10 - LA-73 (Government St.), East Baton Rouge Parish"
8/7/2020,"LA 3152 Clearview Pkwy W. Metairie to Argonne St., Jefferson Parish, H.012571"
8/7/2020,"I-310, St. Charles Parish, S.P. H.012617"
8/6/2020,"I-10 EB & WB from Exit 109 - LA 328 (Breaux Bridge) to MM 112 (Bordelon Rd Overpass), St. Martin Parish, Alternating Lane Closures"
8/6/2020,"I-10 EB from MM 108 (Bayou Teche) to Exit 109 - LA 328 (Breaux Bridge), Lafayette/St. Martin Parish, Lane Closure"
8/6/2020,"I-10 WB at Exit 103B (I-49/US 167 North), Lafayette Parish, Intermittent Ramp Closure"
8/6/2020,"LA 1026, Livingston Parish, Lane Closure, S.P. H.011824"
8/6/2020,"LA 16, Livingston Parish, Road Closure, S.P. H.013724"
8/6/2020,ST. TAMMANY PARISH- LA40: TCHEFUNCTE RIVER BRIDGE
8/6/2020,DATE EXTENSION: ST. TAMMANY & WASHINGTON PARISH – LA 16 BRIDGES (SUN/ISABEL)
8/6/2020,"I-10 WB from Exit 104 - Louisiana Avenue to MM 103, Lafayette Parish, Lane Closure"
8/6/2020,"I-10 Westbound at Louisiana Avenue, Lafayette Parish, Intermittent Ramp Closure"
8/6/2020,"LA 44: Between LA 3213 and LA 54, Road Closure, St. John the Baptist Parish"
8/6/2020,LA 383 Northbound Intermittent Lane Closure: Railroad Avenue (MP 0.4) to just South of LA 3059 (MP 2.7) in Iowa – Calcasieu Parish and Jefferson Davis
8/6/2020,"H.001557-LA 4, Caldwell Parish, Road Closure Notice (Update: OPEN)"
8/6/2020,"LA 18 (River Road), St. Charles Parish, S.P. H.012600"
8/6/2020,"LA 182 (W. Main Street) between S. Lasalle Street & N. North Street, Iberia Parish, Lane Closure"
8/6/2020,"LA 541, Jefferson Parish, H.012553.6"
8/5/2020,"I-49 NB & SB from I-10 to the St. Landry Parish Line, Lafayette Parish, Alternating Lane Closures"
8/5/2020,"UPDATE - ROAD/LANE CLOSURE: I-220 westbound near Benton Road, Bossier Parish"
8/5/2020,"I-10, Orleans Parish, H.013587.6"
8/5/2020,"REVISED: LA 47, St. Bernard Parish, H.013560.6"
8/5/2020,St. Tammany Parish - LA 41 (Dump Road - LA 435) - Lane Closure
8/5/2020,Intermittent lane closures on LA 14 southbound – Calcasieu Parish
8/5/2020,"I-12, Livingston Parish, Lane Closure, S.P. H.011278"
8/5/2020,"US 90, Crescent City Connection, Orleans Parish,"
8/5/2020,I-10 WB lane closures between MM 22 and Exit 21 (LA 27/Beglis Pkwy) – Calcasieu Parish
8/5/2020,*** UPDATE**** DOTD announces upcoming La 3246 (Siegen Lane) Lane closures in East Baton Rouge Parish
8/5/2020,US 90 Business (Broad Street) Westbound Right Lane Closure at South Lyons Street (MP 0.78) - Calcasieu Parish
8/5/2020,ST. TAMMANY PARISH – LA 59: Roundabout at Lonesome Rd.
8/5/2020,H.011295 -- LA 73: Government St. -- East Baton Rouge Parish
8/5/2020,Terrebonne Parish- LA 20/ LA 24 (West Main)
8/5/2020,LA 944 - Road CLOSURE
8/4/2020,"US 61 from RR Overpass to LA 50, in Jefferson & St. Charles Parish, S.P. No H.000320"
8/4/2020,"US 61, Southbound, (Airline Highway), St. Charles Parish"
8/4/2020,ST. TAMMANY PARISH - I-12: US 190 TO LA 59
8/4/2020,***UPDATE***LA 27 (South Pine Street) Southbound Lane Closure between West 3rd Street to West 4th Street – Beauregard Parish
8/4/2020,US 171 Northbound and Southbound Shoulder Closures: Twin Oaks Road to Shirley Loop (MP 41.2) - Beauregard Parish
8/4/2020,UPDATE: Intermittent lane closures at the intersection of LA 385 (Ryan Street)/LA 384 (University Drive) – Lake Charles – Calcasieu Parish
8/4/2020,DOTD announces upcoming I-110 lane closures in East Baton Rouge Parish
8/4/2020,"Crescent City Connection, HOV Lanes, Orleans Parish, Complete Closure"
8/4/2020,"US 90, Crescent City Connection, Orleans Parish"
8/4/2020,LANE CLOSURE: I-20 EB at LA 507 Overpass (Exit 77) in Lincoln Parish
8/3/2020,"I-10 WB between MM 117.5 & 114.5, St. Martin Parish, Alternating Lane Closures"
8/3/2020,LA 70 – Sunshine Bridge
8/3/2020,LA 3066 (IBERVILLE PARISH) EMERGENCY ROAD CLOSURE - OPEN
8/3/2020,Full closure on LA 14 between Monroe Street and Derek Drive - Calcasieu Parish
8/3/2020,"Harvey Tunnel on US 90B, Jefferson Parish"
8/3/2020,"I-12, Livingston Parish, Westbound Entrance and Exit Ramp Closures, S.P. H.012875"
8/3/2020,"LA 52 (Paul Mallard), from LA 18 to US 90, St. Charles Parish"
8/3/2020,"Crescent City Connection Ramp Closures, Orleans Parish"
8/3/2020,LA 1 – Concienne Canal Bridge
8/3/2020,LA 1008 – Lafourche Bayou (Franklin Ave.)
8/1/2020,"UPDATE - REOPENED: LA 534 bridge over Branch, near Ruple, Claiborne Parish"
7/31/2020,Replacement of Palmetto Creek Bridge on LA 27 is complete – Beauregard Parish
7/31/2020,LA 73/OLD JEFFERSON HIGHWAY (ASCENSION PARISH) LANE CLOSURE - UPDATE
7/31/2020,"I-10, Jefferson and St. Charles Parish, S.P. No. H.013839"
7/31/2020,"UPDATE- JOB CANCELED:  I-10, Jefferson and St. Charles Parish, S.P. No. H.013839"
7/31/2020,H.011295 -- LA 73: Government St. -- East Baton Rouge Parish
7/31/2020,Intermittent lane closures on LA 389 – Beauregard Parish
7/31/2020,"I-10 EB & WB from MM 103 (Bayou Coulee) to MM 104 (Vermilion River), Lafayette Parish, Lane Closure H.003003"
7/31/2020,H.013483 -- LA 327: River Road -- East Baton Rouge Parish
7/31/2020,"I-10, Jefferson and St. Charles Parish, S.P. No. H.013839"
7/30/2020,"LA 541, Jefferson Parish, H.012553.6"
7/30/2020,"REVISED: LA 3152 Clearview Pkwy W. Metairie to Argonne St., Jefferson Parish, H.012571"
7/30/2020,NOW OPEN: LA 134 near Epps in West Carroll Parish
7/30/2020,"LA-427 (S. Acadian Thruway): I-10 - LA-73 (Government St.), East Baton Rouge Parish"
7/30/2020,LA 385 (Ryan Street) Southbound Right Lane Closure: Eddy Street to Lucille Street - Calcasieu Parish
7/30/2020,I-10 EB - HIGHLAND ROAD EB OFF RAMP CLOSURE (EAST BATON ROUGE PARISH)
7/30/2020,"EMERGENCY ROAD CLOSURE - I-55 SERVICE ROAD (OLD US 51 LOW ROAD), ST. JOHN THE BAPTIST PARISH"
7/30/2020,"US 190 Eastbound and Westbound between the I-49 Interchange and Port Barre, St. Landry Parish – Intermittent Lane Closures"
7/30/2020,DATE EXTENSION - ST. TAMMANY PARISH - I-12: US 190 TO LA 59
7/30/2020,"US 90, Jefferson and St. Charles Parish, H.012051.6"
7/30/2020,"LA 541, Jefferson Parish, H.012553.6"
7/29/2020,I-10 WB - HIGHLAND ROAD BRIDGE LANE CLOSURE (EAST BATON ROUGE PARISH)
7/29/2020,I-10 EB - HIGHLAND ROAD EB ON RAMP CLOSURE (EAST BATON ROUGE PARISH)
7/29/2020,I-10 EB LANE CLOSURE- MM 162 to MM 169 (EAST BATON ROUGE PARISH)
7/29/2020,"LA 20 Bayou Chevreuil Bridge Intermittent Lane Closures, St. James/Lafourche Parish"
7/29/2020,"ROAD CLOSURE: LA 191 at Toledo Bend Spillway, Sabine Parish"
7/29/2020,"US 90 (S. Claiborne Avenue), Orleans Parish"
7/29/2020,"I-10, exit ramps to I-510, Orleans Parish"
7/29/2020,"LA 18 (River Road), St. Charles Parish, S.P. H.012600"
7/29/2020,"I-310, St. Charles Parish, S.P. H.012617"
7/29/2020,"LA 22: LA 42 – YELLOW WATER RIVER – LIVINGSTON PARISH, TANGIPAHOA PARISH - STATE PROJECT H.013113"
7/29/2020,UPDATE *** Closure postponed to Thursday Morning*** DOTD announces upcoming LA 42 (Burbank)  road closures in Baton Rouge
7/28/2020,"I-10, Jefferson and St. Charles Parish, S.P. No. H.011670"
7/28/2020,"I-10 WB from Exit 109 - LA 328 (Breaux Bridge) to Exit 104 - Louisiana Avenue, St. Martin & Lafayette Parish, Lane Closure"
7/28/2020,"I-10 EB & WB, Acadia & Lafayette Parish, Alternating Lane Closures for Spraying Operation"
7/28/2020,"US 51 - Amite, Tangipahoa Parish"
7/28/2020,US 61 - W FEL PARISH; LA/MISS STATE LINE LANE CLOSURE
7/28/2020,"I-10: NO East Drain Canal Bridge Replacement, Orleans Parish, SP# H.010018.6"
