,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers
10824,TotalTrafficHOU,Accident. two right lanes blocked in #NorthSide on N Sam Houston Pkwy WB at Veterans Memorial Toll Plz #traffic http://bit.ly/17hsIjn,2020-08-27 22:45:43+00:00,0,0,,#NorthSide #traffic,accident. two right lanes blocked in #northside on n sam houston pkwy wb at veterans memorial toll plz #traffic http://bit.ly/17hsijn,['houston pkwy'],[],[],[]
10826,TotalTrafficAUS,"Accident cleared in #Travis on I-35 SB at Oltorf St/Exit 232, stopped traffic back to Woodland Ave #ATXtraffic http://bit.ly/10BGKax",2020-08-27 22:40:44+00:00,0,0,,#Travis #ATXtraffic,"accident cleared in #travis on i-35 sb at oltorf st/exit 232, stopped traffic back to woodland ave #atxtraffic http://bit.ly/10bgkax","['oltorf st', 'woodland ave']",['i-35'],['exit 232'],[]
10829,TotalTrafficHOU,"Accident cleared in #NorthSide on I-45 N Fwy Outbound at Cypresswood, stop and go traffic back to Paramatta/Hollow Tree Ln #traffic http://bit.ly/17hsIjn",2020-08-27 22:15:43+00:00,0,0,,#NorthSide #traffic,"accident cleared in #northside on i-45 n fwy outbound at cypresswood, stop and go traffic back to paramatta/hollow tree ln #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
10830,TotalTrafficAUS,"Disabled vehicle cleared in #Williamson on I 35 NB at Westinghouse Rd/Exit 257, slow traffic back to FM 1431/Chandler Rd/Exit 256 #ATXtraffic http://bit.ly/10BGKax",2020-08-27 22:15:43+00:00,0,1,,#Williamson #ATXtraffic,"disabled vehicle cleared in #williamson on i 35 nb at westinghouse rd/exit 257, slow traffic back to fm 1431/chandler rd/exit 256 #atxtraffic http://bit.ly/10bgkax","['westinghouse rd', 'chandler rd']",[],"['exit 257', 'exit 256']",[]
10835,TotalTrafficBTR,Accident cleared in #EastBatonRougeParish on I-110 NB at I 10/Exit 1J #traffic http://bit.ly/12oyfoo,2020-08-27 21:50:43+00:00,0,0,,#EastBatonRougeParish #traffic,accident cleared in #eastbatonrougeparish on i-110 nb at i 10/exit 1j #traffic http://bit.ly/12oyfoo,[],['i-110'],[],[]
10836,iembot_lch,"At 4:45 PM CDT, Burns Point [St. Mary Co, LA] PUBLIC reports STORM SURGE. STORM SURGE BEGINNING TO COVER PORTIONS OF HIGHWAY 317. PHOTOS VIA SOCIAL MEDIA. https://mesonet.agron.iastate.edu/lsr/#LCH/202008262145/202008262145",2020-08-27 21:47:48+00:00,0,0,,,"at 4:45 pm cdt, burns point [st. mary co, la] public reports storm surge. storm surge beginning to cover portions of highway 317. photos via social media. https://mesonet.agron.iastate.edu/lsr/#lch/202008262145/202008262145",[],['highway 317'],[],[]
10837,TotalTrafficAUS,"Disabled vehicle cleared in #Travis on Mopac SB before 2222 (Northland Dr), slow traffic back to Far W Blvd #ATXtraffic http://bit.ly/10BGKax",2020-08-27 21:45:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle cleared in #travis on mopac sb before 2222 (northland dr), slow traffic back to far w blvd #atxtraffic http://bit.ly/10bgkax",['w blvd'],[],[],[]
10838,TotalTrafficAUS,"Accident, center lane blocked in #Travis on I-35 SB at Oltorf St/Exit 232, stopped traffic back to Woodland Ave #ATXtraffic http://bit.ly/10BGKax",2020-08-27 21:45:43+00:00,0,0,,#Travis #ATXtraffic,"accident, center lane blocked in #travis on i-35 sb at oltorf st/exit 232, stopped traffic back to woodland ave #atxtraffic http://bit.ly/10bgkax","['center lane', 'oltorf st', 'woodland ave']",['i-35'],['exit 232'],[]
10841,TotalTrafficAUS,"Disabled vehicle, left lane blocked in #Travis on I-35 NB at Oltorf St/Exit 232, stop and go traffic back to Ben White #ATXtraffic http://bit.ly/10BGKax",2020-08-27 21:40:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, left lane blocked in #travis on i-35 nb at oltorf st/exit 232, stop and go traffic back to ben white #atxtraffic http://bit.ly/10bgkax",['oltorf st'],['i-35'],['exit 232'],[]
10843,TotalTrafficHOU,Accident cleared in #SouthSide on I-610 S Lp WB after Almeda / FM 521 #traffic http://bit.ly/17hsIjn,2020-08-27 21:35:44+00:00,0,0,,#SouthSide #traffic,accident cleared in #southside on i-610 s lp wb after almeda / fm 521 #traffic http://bit.ly/17hsijn,[],['i-610'],[],[]
10844,TotalTrafficHOU,"Accident. two right lanes blocked in #NorthSide on I-45 N Fwy Outbound at Cypresswood, stop and go traffic back to Paramatta/Hollow Tree Ln #traffic http://bit.ly/17hsIjn",2020-08-27 21:35:43+00:00,0,0,,#NorthSide #traffic,"accident. two right lanes blocked in #northside on i-45 n fwy outbound at cypresswood, stop and go traffic back to paramatta/hollow tree ln #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
10846,TotalTrafficAUS,"Disabled vehicle. right shoulder blocked in #Williamson on I 35 NB at Westinghouse Rd/Exit 257, slow traffic back to FM 1431/Chandler Rd/Exit 256 #ATXtraffic http://bit.ly/10BGKax",2020-08-27 21:30:43+00:00,0,0,,#Williamson #ATXtraffic,"disabled vehicle. right shoulder blocked in #williamson on i 35 nb at westinghouse rd/exit 257, slow traffic back to fm 1431/chandler rd/exit 256 #atxtraffic http://bit.ly/10bgkax","['westinghouse rd', 'chandler rd']",[],"['exit 257', 'exit 256']",[]
10847,TotalTrafficBTR,"Accident, two lanes blocked in #EastBatonRougeParish on I-110 NB at I 10/Exit 1J #traffic http://bit.ly/12oyfoo",2020-08-27 21:30:43+00:00,0,0,,#EastBatonRougeParish #traffic,"accident, two lanes blocked in #eastbatonrougeparish on i-110 nb at i 10/exit 1j #traffic http://bit.ly/12oyfoo",[],['i-110'],[],[]
10850,TotalTrafficHOU,Downed power lines cleared in #Orange on I-10 WB between FM-105/Exit 861A and US-90/Exit 855 #traffic http://bit.ly/17hsIjn,2020-08-27 21:25:43+00:00,0,0,,#Orange #traffic,downed power lines cleared in #orange on i-10 wb between fm-105/exit 861a and us-90/exit 855 #traffic http://bit.ly/17hsijn,[],"['i-10', 'us-90']",['exit 855'],[]
10851,TotalTrafficHOU,Downed power lines cleared in #Jefferson on I-10 EB between US-90/Exit 855 and FM-105/Exit 861A #traffic http://bit.ly/17hsIjn,2020-08-27 21:20:43+00:00,0,0,,#Jefferson #traffic,downed power lines cleared in #jefferson on i-10 eb between us-90/exit 855 and fm-105/exit 861a #traffic http://bit.ly/17hsijn,[],"['i-10', 'us-90']",['exit 855'],[]
10853,TotalTrafficAUS,"Disabled vehicle. right shoulder blocked in #Travis on Mopac SB before 2222 (Northland Dr), slow traffic back to Far W Blvd #ATXtraffic http://bit.ly/10BGKax",2020-08-27 21:15:45+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle. right shoulder blocked in #travis on mopac sb before 2222 (northland dr), slow traffic back to far w blvd #atxtraffic http://bit.ly/10bgkax",['w blvd'],[],[],[]
10855,TotalTrafficAUS,"Accident cleared from exit ramp in #Austin on TX-71 EB at I H 35, slow traffic back to Congress Ave #ATXtraffic http://bit.ly/10BGKax",2020-08-27 21:10:44+00:00,0,0,,#Austin #ATXtraffic,"accident cleared from exit ramp in #austin on tx-71 eb at i h 35, slow traffic back to congress ave #atxtraffic http://bit.ly/10bgkax",['congress ave'],[],[],[]
10856,TotalTrafficHOU,Accident cleared in #NorthSide on I-45 N Fwy Outbound after Richey #traffic http://bit.ly/17hsIjn,2020-08-27 21:00:44+00:00,0,0,,#NorthSide #traffic,accident cleared in #northside on i-45 n fwy outbound after richey #traffic http://bit.ly/17hsijn,[],['i-45'],[],[]
10857,TotalTrafficSAT,Vehicle on fire in #NewBraunfels on I-35 (Northeast Side) SB at Hwy 46 #traffic http://bit.ly/17hwv06,2020-08-27 20:55:46+00:00,0,0,,#NewBraunfels #traffic,vehicle on fire in #newbraunfels on i-35 (northeast side) sb at hwy 46 #traffic http://bit.ly/17hwv06,[],"['i-35', 'hwy 46']",[],[]
10859,TotalTrafficHOU,Accident. right shoulder blocked in #SouthSide on I-610 S Lp WB after Almeda / FM 521 #traffic http://bit.ly/17hsIjn,2020-08-27 20:50:43+00:00,0,0,,#SouthSide #traffic,accident. right shoulder blocked in #southside on i-610 s lp wb after almeda / fm 521 #traffic http://bit.ly/17hsijn,[],['i-610'],[],[]
10861,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #SanMarcos on I-35 SB at Mccarty Ln/Exit 201 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 20:40:44+00:00,0,0,,#SanMarcos #ATXtraffic,disabled vehicle. right shoulder blocked in #sanmarcos on i-35 sb at mccarty ln/exit 201 #atxtraffic http://bit.ly/10bgkax,[],['i-35'],['exit 201'],[]
10862,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #SanMarcos on I-35 NB at Aquarena Springs Dr/Exit 206 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 20:40:43+00:00,0,0,,#SanMarcos #ATXtraffic,disabled vehicle. right shoulder blocked in #sanmarcos on i-35 nb at aquarena springs dr/exit 206 #atxtraffic http://bit.ly/10bgkax,[],['i-35'],['exit 206'],[]
10864,iembot_shv,"At 5:45 AM CDT, 1 WSW Hudson [Angelina Co, TX] BROADCAST MEDIA reports TROPICAL STORM. A TREE WAS DOWN BLOCKING ONE LANE OF FM 706 NEAR HIGHWAY 94 WEST OF LUFKIN. https://mesonet.agron.iastate.edu/lsr/#SHV/202008271045/202008271045",2020-08-27 20:36:21+00:00,0,0,,,"at 5:45 am cdt, 1 wsw hudson [angelina co, tx] broadcast media reports tropical storm. a tree was down blocking one lane of fm 706 near highway 94 west of lufkin. https://mesonet.agron.iastate.edu/lsr/#shv/202008271045/202008271045",[],['highway 94'],[],[]
10865,TotalTrafficAUS,"Disabled vehicle, left lane blocked in #Travis on I-35 NB at Oltorf St/Exit 232, stop and go traffic back to Woodward St #ATXtraffic http://bit.ly/10BGKax",2020-08-27 20:35:44+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, left lane blocked in #travis on i-35 nb at oltorf st/exit 232, stop and go traffic back to woodward st #atxtraffic http://bit.ly/10bgkax","['oltorf st', 'woodward st']",['i-35'],['exit 232'],[]
10867,TotalTrafficAUS,"Accident affecting i-35 exit ramp in #Austin on TX-71 EB at I H 35, slow traffic back to Congress Ave #ATXtraffic http://bit.ly/10BGKax",2020-08-27 20:35:43+00:00,0,0,,#Austin #ATXtraffic,"accident affecting i-35 exit ramp in #austin on tx-71 eb at i h 35, slow traffic back to congress ave #atxtraffic http://bit.ly/10bgkax",['congress ave'],['i-35'],[],[]
10869,TotalTrafficAUS,"Accident. two left lanes blocked in #Travis on I-35 NB at Oltorf St/Exit 232, stop and go traffic back to Woodward St #ATXtraffic http://bit.ly/10BGKax",2020-08-27 20:15:43+00:00,0,0,,#Travis #ATXtraffic,"accident. two left lanes blocked in #travis on i-35 nb at oltorf st/exit 232, stop and go traffic back to woodward st #atxtraffic http://bit.ly/10bgkax","['oltorf st', 'woodward st']",['i-35'],['exit 232'],[]
10871,iembot_shv,"At 11:00 AM CDT, 3 S Vienna [Lincoln Co, LA] PUBLIC reports TROPICAL STORM. NUMEROUS TREES WERE DOWN ACROSS THE NORTH SIDE OF RUSTON. THE AWNING OF AN EXXON GAS STATION WAS BLOWN OFF ALONG HIGHWAY 167 NORTH OF RUSTON. https://mesonet.agron.iastate.edu/lsr/#SHV/202008271600/202008271600",2020-08-27 19:55:09+00:00,0,0,,,"at 11:00 am cdt, 3 s vienna [lincoln co, la] public reports tropical storm. numerous trees were down across the north side of ruston. the awning of an exxon gas station was blown off along highway 167 north of ruston. https://mesonet.agron.iastate.edu/lsr/#shv/202008271600/202008271600",[],['highway 167'],[],[]
10872,TotalTrafficHOU,Accident. right shoulder blocked in #NorthSide on I-45 N Fwy Outbound after Richey #traffic http://bit.ly/17hsIjn,2020-08-27 19:45:43+00:00,0,0,,#NorthSide #traffic,accident. right shoulder blocked in #northside on i-45 n fwy outbound after richey #traffic http://bit.ly/17hsijn,[],['i-45'],[],[]
10874,TotalTrafficHOU,Object on roadway. center lane blocked in #Downtown on US-69 Eastex Fwy Outbound after I-10 #traffic http://bit.ly/17hsIjn,2020-08-27 19:40:43+00:00,0,0,,#Downtown #traffic,object on roadway. center lane blocked in #downtown on us-69 eastex fwy outbound after i-10 #traffic http://bit.ly/17hsijn,['center lane'],"['us-69', 'i-10']",[],[]
10880,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on I 35 SB at Grand Ave Pky #ATXtraffic http://bit.ly/10BGKax,2020-08-27 19:00:43+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on i 35 sb at grand ave pky #atxtraffic http://bit.ly/10bgkax,['grand ave'],[],[],[]
10881,TotalTrafficHOU,Accident on exit ramp in #NorthSide on I-45 N Fwy Inbound at The 610 N Lp #traffic http://bit.ly/17hsIjn,2020-08-27 18:55:43+00:00,0,0,,#NorthSide #traffic,accident on exit ramp in #northside on i-45 n fwy inbound at the 610 n lp #traffic http://bit.ly/17hsijn,[],['i-45'],[],[]
10882,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on I-35 SB at Riverside Dr/Exit 233 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 18:45:43+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on i-35 sb at riverside dr/exit 233 #atxtraffic http://bit.ly/10bgkax,[],['i-35'],['exit 233'],[]
10888,TotalTrafficAUS,"Accident cleared in #Travis on I-35 SB at 7th St/Exit 234, stop and go traffic back to M L K Jr Blvd/Exit 235 #ATXtraffic http://bit.ly/10BGKax",2020-08-27 17:50:43+00:00,0,0,,#Travis #ATXtraffic,"accident cleared in #travis on i-35 sb at 7th st/exit 234, stop and go traffic back to m l k jr blvd/exit 235 #atxtraffic http://bit.ly/10bgkax","['7th st', 'jr blvd']",['i-35'],"['exit 234', 'exit 235']",[]
10895,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #SanMarcos on I-35 SB at Posey Rd/Exit 199 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 17:25:43+00:00,0,0,,#SanMarcos #ATXtraffic,disabled vehicle. right shoulder blocked in #sanmarcos on i-35 sb at posey rd/exit 199 #atxtraffic http://bit.ly/10bgkax,['posey rd'],['i-35'],['exit 199'],[]
10901,TotalTrafficAUS,"Accident in #Travis on I-35 SB at 7th St/Exit 234, stop and go traffic back to M L K Jr Blvd/Exit 235 #ATXtraffic http://bit.ly/10BGKax",2020-08-27 17:10:43+00:00,0,0,,#Travis #ATXtraffic,"accident in #travis on i-35 sb at 7th st/exit 234, stop and go traffic back to m l k jr blvd/exit 235 #atxtraffic http://bit.ly/10bgkax","['7th st', 'jr blvd']",['i-35'],"['exit 234', 'exit 235']",[]
10904,Mojo1130,Yep I need all weather scary MFs to clear path. Me n #RedBih ain’t playin. We coming down I-10 bobbing n weaving they traffic rain sleet snow wind even if cats n dogs dropping out da sky… https://www.instagram.com/p/CEZoef-n5Sy/?igshid=vx83uvtyfiqt,2020-08-27 17:05:47+00:00,0,0,,#RedBih,yep i need all weather scary mfs to clear path. me n #redbih ain’t playin. we coming down i-10 bobbing n weaving they traffic rain sleet snow wind even if cats n dogs dropping out da sky… https://www.instagram.com/p/cezoef-n5sy/?igshid=vx83uvtyfiqt,[],['i-10'],[],[]
10906,GeorgetownTXFD,A transformer fire on Del Webb Blvd north of Trail of the Flowers is the cause of power outage in Sun City. The fire is out and traffic is moving on Del Webb. Use caution @georgetowntx utility workers are still in the area. @GeorgetownTXPD just cleared. Power is being restored. – at Legacy Hills Golf Course,2020-08-27 17:05:16+00:00,3,5,@georgetowntx @GeorgetownTXPD,,a transformer fire on del webb blvd north of trail of the flowers is the cause of power outage in sun city. the fire is out and traffic is moving on del webb. use caution @georgetowntx utility workers are still in the area. @georgetowntxpd just cleared. power is being restored. – at legacy hills golf course,['webb blvd'],[],[],[]
10910,TotalTrafficAUS,"Accident in #Travis on I-35 SB at 7th St/Exit 234, stopped traffic back to M L K Jr Blvd/Exit 235 #ATXtraffic http://bit.ly/10BGKax",2020-08-27 16:45:43+00:00,0,0,,#Travis #ATXtraffic,"accident in #travis on i-35 sb at 7th st/exit 234, stopped traffic back to m l k jr blvd/exit 235 #atxtraffic http://bit.ly/10bgkax","['7th st', 'jr blvd']",['i-35'],"['exit 234', 'exit 235']",[]
10911,AnayeliNews,Stop-and-go traffic on I-10 heading East. This is near I-10 and Sheldon in the Channelview area. @KHOU #KHOU11,2020-08-27 16:43:03+00:00,7,18,@KHOU,#KHOU11,stop-and-go traffic on i-10 heading east. this is near i-10 and sheldon in the channelview area. @khou #khou11,[],"['i-10', 'i-10']",[],[]
10914,1richhdee,Ain’t no traffic when you in your own lane ,2020-08-27 16:27:33+00:00,0,1,,,ain’t no traffic when you in your own lane ,['own lane'],[],[],[]
10915,RoxieAbc13,"11:15am Thursday: Here’s some of the damage we’re seeing out in Orange, Tx. I’m now on Link Ave & 20th. Just saw an ambulance drive by trying to find anyone who needs help. Some roads are blocked, power is out, homes damaged, but no serious injuries reported yet. #hurricanelaura",2020-08-27 16:19:02+00:00,10,22,,#hurricanelaura,"11:15am thursday: here’s some of the damage we’re seeing out in orange, tx. i’m now on link ave & 20th. just saw an ambulance drive by trying to find anyone who needs help. some roads are blocked, power is out, homes damaged, but no serious injuries reported yet. #hurricanelaura","['link ave', 'ambulance drive']",[],[],[]
10916,TotalTrafficHOU,High water has receded but closure is still in place. in #Galveston on Harborside Dr EB between 25th St/Rosenberg St and 14th St/Christopher Columbus Blvd #traffic http://bit.ly/17hsIjn,2020-08-27 16:15:43+00:00,2,0,,#Galveston #traffic,high water has receded but closure is still in place. in #galveston on harborside dr eb between 25th st/rosenberg st and 14th st/christopher columbus blvd #traffic http://bit.ly/17hsijn,"['25th st', 'rosenberg st', '14th st', 'columbus blvd']",[],[],[]
10918,TotalTrafficHOU,Stalled vehicle affects the exit ramp. in #SwSide on I-69 SW NB at Hillcroft #traffic http://bit.ly/17hsIjn,2020-08-27 15:55:43+00:00,0,0,,#SwSide #traffic,stalled vehicle affects the exit ramp. in #swside on i-69 sw nb at hillcroft #traffic http://bit.ly/17hsijn,[],['i-69'],[],[]
10919,CarlyLaing1,#TRAFFIC : Highland Road blocked at Woodbridge Blvd. tree blocking roadway ,2020-08-27 15:53:08+00:00,1,2,,#TRAFFIC,#traffic : highland road blocked at woodbridge blvd. tree blocking roadway ,"['highland road', 'woodbridge blvd']",[],[],[]
10922,TotalTrafficHOU,"Vehicle fire. right lane blocked. in #NwSide on W. Lp 610 NB after Hwy 290, stop and go traffic back to Old Katy Rd. #traffic http://bit.ly/17hsIjn",2020-08-27 15:45:43+00:00,0,0,,#NwSide #traffic,"vehicle fire. right lane blocked. in #nwside on w. lp 610 nb after hwy 290, stop and go traffic back to old katy rd. #traffic http://bit.ly/17hsijn","['right lane', 'katy rd']",['hwy 290'],[],[]
10925,TotalTrafficHOU,Vehicle fire affects the exit ramp. in #NwSide on W. Lp 610 NB after Hwy 290 #traffic http://bit.ly/17hsIjn,2020-08-27 15:40:44+00:00,0,0,,#NwSide #traffic,vehicle fire affects the exit ramp. in #nwside on w. lp 610 nb after hwy 290 #traffic http://bit.ly/17hsijn,[],['hwy 290'],[],[]
