Index,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers,road_closed
518,TotalTrafficHOU,"Accident. two left lanes blocked in #FortBend on Hwy 99 / The Grand Pkwy NB before Kingsland Blvd, stop and go traffic back to Westheimer Pkwy #traffic http://bit.ly/17hsIjn",2020-08-28 21:10:43+00:00,0,0,,#FortBend #traffic,"accident. two left lanes blocked in #fortbend on hwy 99 / the grand pkwy nb before kingsland blvd, stop and go traffic back to westheimer pkwy #traffic http://bit.ly/17hsijn","['grand pkwy', 'kingsland blvd', 'westheimer pkwy']",['hwy 99'],[],[],1
43,TxDOTBeaumont,"BEAUMONT: I10 eastbound, Major Drive-Brooks Rd, will be down to one lane of traffic and the frontage road will be closed tonight, 9pm-5am, due to work on the frontage road.",2020-09-02 20:58:45+00:00,0,6,,,"beaumont: i10 eastbound, major drive-brooks rd, will be down to one lane of traffic and the frontage road will be closed tonight, 9pm-5am, due to work on the frontage road.","['major drive', 'brooks rd', 'frontage road', 'frontage road']",[],[],[],0
869,TotalTrafficHOU,Stop and go traffic in #SouthSide on Hwy 288 NB between Almeda Genoa and Orem #traffic http://bit.ly/17hsIjn,2020-08-24 02:50:43+00:00,0,0,,#SouthSide #traffic,stop and go traffic in #southside on hwy 288 nb between almeda genoa and orem #traffic http://bit.ly/17hsijn,[],['hwy 288'],[],[],0
61,BRProudNews,TRAFFIC ALERT: Section of HWY 22 closed due to fatal pedestrian accident.,2020-09-02 13:14:04+00:00,0,1,,,traffic alert: section of hwy 22 closed due to fatal pedestrian accident.,[],['hwy 22'],[],[],1
534,TotalTrafficHOU,Accident. three left lanes blocked in #Midtown on US-69 Eastex Fwy Inbound at Tuam St #traffic http://bit.ly/17hsIjn,2020-08-28 18:20:43+00:00,0,0,,#Midtown #traffic,accident. three left lanes blocked in #midtown on us-69 eastex fwy inbound at tuam st #traffic http://bit.ly/17hsijn,['tuam st'],['us-69'],[],[],1
827,TotalTrafficHOU,Road debris on right shoulder in #NorthSide on I-45 N Fwy Outbound at Cypresswood #traffic http://bit.ly/17hsIjn,2020-08-24 19:50:43+00:00,0,0,,#NorthSide #traffic,road debris on right shoulder in #northside on i-45 n fwy outbound at cypresswood #traffic http://bit.ly/17hsijn,[],['i-45'],[],[],0
122,TotalTrafficBTR,6:49am.... EB I-10 back open in Lafayette. WB still closed at Lobdell,2020-09-01 11:49:37+00:00,0,0,,,6:49am.... eb i-10 back open in lafayette. wb still closed at lobdell,[],['i-10'],[],[],
580,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on I 35 SB at Parmer Ln/Exit 245 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 23:35:43+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on i 35 sb at parmer ln/exit 245 #atxtraffic http://bit.ly/10bgkax,[],[],['exit 245'],[],1
278,TotalTrafficBTR,Stall cleared in #EastBatonRouge on I 10 EB after Siegen Lane/LA-3246/Exit 163 #traffic http://bit.ly/12oyfoo,2020-08-31 22:20:43+00:00,0,0,,#EastBatonRouge #traffic,stall cleared in #eastbatonrouge on i 10 eb after siegen lane/la-3246/exit 163 #traffic http://bit.ly/12oyfoo,['siegen lane'],[],['exit 163'],[],
852,TotalTrafficHOU,"Road debris. right lane blocked in #NorthSide on I-45 N Fwy Outbound approaching Rankin, stop and go traffic back to The N Sam Houston Pkwy #traffic http://bit.ly/17hsIjn",2020-08-24 14:05:44+00:00,0,0,,#NorthSide #traffic,"road debris. right lane blocked in #northside on i-45 n fwy outbound approaching rankin, stop and go traffic back to the n sam houston pkwy #traffic http://bit.ly/17hsijn",['right lane'],['i-45'],[],[],1
493,chrisbadboy005,I hate when I’m doing 120 on tha Highway and a mf still pass me up like damn gangsta slow down,2020-08-28 22:52:12+00:00,0,0,,,i hate when i’m doing 120 on tha highway and a mf still pass me up like damn gangsta slow down,['tha highway'],[],[],[],0
88,183South,"TUES (9/8) 8 p.m. to 6 a.m, US 183 southbound to SH 71 eastbound closed and SH 71 eastbound mainlane reduced to one lane E. Riverside Dr. to Brandt Dr. Detour via E. Riverside Dr. U-turn.#atxtraffic",2020-09-01 16:40:09+00:00,0,2,,#atxtraffic,"tues (9/8) 8 p.m. to 6 a.m, us 183 southbound to sh 71 eastbound closed and sh 71 eastbound mainlane reduced to one lane e. riverside dr. to brandt dr. detour via e. riverside dr. u-turn.#atxtraffic",[],['us 183'],[],[],
718,TotalTrafficHOU,"Accident. three left lanes blocked in #NorthSide on I-45 N Freewayt Inbound at Spg Cypress, stop and go traffic back to The Hardy Tollroad #traffic http://bit.ly/17hsIjn",2020-08-26 15:50:43+00:00,0,0,,#NorthSide #traffic,"accident. three left lanes blocked in #northside on i-45 n freewayt inbound at spg cypress, stop and go traffic back to the hardy tollroad #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1
622,TotalTrafficAUS,"Accident in #Travis on I-35 SB at 7th St/Exit 234, stopped traffic back to M L K Jr Blvd/Exit 235 #ATXtraffic http://bit.ly/10BGKax",2020-08-27 16:45:43+00:00,0,0,,#Travis #ATXtraffic,"accident in #travis on i-35 sb at 7th st/exit 234, stopped traffic back to m l k jr blvd/exit 235 #atxtraffic http://bit.ly/10bgkax",[],['i-35'],[],[],1
117,BR_Traffic,I-10 West remains closed at LA 415 (Lobdell) due to an incident at Whiskey Bay. Motorist are being diverted onto LA 415 North to US 190 West. Congestion remains the I-10/I-110. Use caution.,2020-09-01 12:48:23+00:00,3,1,,,i-10 west remains closed at la 415 (lobdell) due to an incident at whiskey bay. motorist are being diverted onto la 415 north to us 190 west. congestion remains the i-10/i-110. use caution.,[],"['i-10', 'us 190', 'i-10', 'i-110']",[],[],1
616,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on I-35 SB at Riverside Dr/Exit 233 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 18:45:43+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on i-35 sb at riverside dr/exit 233 #atxtraffic http://bit.ly/10bgkax,[],['i-35'],['exit 233'],[],1
700,TotalTrafficAUS,"Accident, right lane blocked in #SanMarcos on I-35 NB at Mccarty Ln/Exit 201, stop and go traffic back to Ctr Point Rd/Exit 200 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 19:05:44+00:00,0,0,,#SanMarcos #ATXtraffic,"accident, right lane blocked in #sanmarcos on i-35 nb at mccarty ln/exit 201, stop and go traffic back to ctr point rd/exit 200 #atxtraffic http://bit.ly/10bgkax","['right lane', 'point rd']",['i-35'],"['exit 201', 'exit 200']",[],1
978,D4V5N,Find yo lane &amp; stay in dat hoe,2020-08-24 06:06:46+00:00,0,0,,,find yo lane &amp; stay in dat hoe,['yo lane'],[],[],[],0
980,quietin_,Lois Lane can be falling halfway across world and Superman will be there to catch that heaux. Lol,2020-08-24 04:07:51+00:00,0,0,,,lois lane can be falling halfway across world and superman will be there to catch that heaux. lol,['lois lane'],[],[],[],0
808,TotalTrafficHOU,Accident cleared in #SouthSide on Hwy 288 SB at Southmore #traffic http://bit.ly/17hsIjn,2020-08-25 01:05:42+00:00,0,0,,#SouthSide #traffic,accident cleared in #southside on hwy 288 sb at southmore #traffic http://bit.ly/17hsijn,[],['hwy 288'],[],[],
338,iembot_jan,"At 12:30 PM CDT, Gilbert [Franklin Co, LA] EMERGENCY MNGR reports TROPICAL STORM. *** 1 INJ *** A MAN WHO WAS OUTSIDE OF HIS HOME ON LA HIGHWAY 128 IN GILBERT WAS INJURED WHEN A LARGE TREE LIMB FELL ON HIM. https://mesonet.agron.iastate.edu/lsr/#JAN/202008271730/202008271730",2020-08-31 18:13:30+00:00,0,0,,,"at 12:30 pm cdt, gilbert [franklin co, la] emergency mngr reports tropical storm. *** 1 inj *** a man who was outside of his home on la highway 128 in gilbert was injured when a large tree limb fell on him. https://mesonet.agron.iastate.edu/lsr/#jan/202008271730/202008271730",[],['highway 128'],[],[],0
974,PatienceIsadore,i really be in my own lane minding my business,2020-08-24 17:29:43+00:00,2,3,,,i really be in my own lane minding my business,['own lane'],[],[],[],0
999,gateshoops2000,Good luck and safe travels to our @NavasotaV teams as they head north of Hwy 6 to Waco to take on the Connally Cadets.,2020-08-28 19:16:08+00:00,1,3,@NavasotaV,,good luck and safe travels to our @navasotav teams as they head north of hwy 6 to waco to take on the connally cadets.,[],['hwy 6'],[],[],0
937,Smack620,His lane? Basketball lane? Black American lane? Human being lane? Pretty sure he's done more in all those lanes than u and I will ever do...#jockstrapsexcluded,2020-08-27 01:18:05+00:00,0,4,,#jockstrapsexcluded,his lane? basketball lane? black american lane? human being lane? pretty sure he's done more in all those lanes than u and i will ever do...#jockstrapsexcluded,"['basketball lane', 'american lane', 'being lane']",[],[],[],0
898,PoeDaughter7,Vegan BBQ in Austin at Kerbey Lane! – at Kerbey Lane Cafe,2020-08-30 00:04:36+00:00,0,0,,,vegan bbq in austin at kerbey lane! – at kerbey lane cafe,"['kerbey lane', 'kerbey lane']",[],[],[],0
203,TotalTrafficHOU,Closed due to accident in #SeSide on E SAM HOUSTON TOLLWAY SB before Spencer Hwy and Pasadena Blvd/Red Bluff Rd #traffic http://bit.ly/17hsIjn,2020-08-27 17:30:44+00:00,0,0,,#SeSide #traffic,closed due to accident in #seside on e sam houston tollway sb before spencer hwy and pasadena blvd/red bluff rd #traffic http://bit.ly/17hsijn,"['spencer hwy', 'pasadena blvd', 'bluff rd']",[],[],[],1
134,TotalTrafficBTR,Closed due to accident in #Lafayette on I 10 EB between I-49/US-167/Opelousas/Exit 103 A&amp;B and Hwy 3000/Ramah/Maringouin/Exit 135 #traffic http://bit.ly/12oyfoo,2020-09-01 10:40:43+00:00,0,0,,#Lafayette #traffic,closed due to accident in #lafayette on i 10 eb between i-49/us-167/opelousas/exit 103 a&amp;b and hwy 3000/ramah/maringouin/exit 135 #traffic http://bit.ly/12oyfoo,[],"['i-49', 'us-167', 'hwy 3000']","['exit 103', 'exit 135']",[],1
855,TotalTrafficBTR,Accident with injury in #EastBatonRouge on O'Neal Ln at Old Hammond Hwy #traffic http://bit.ly/12oyfoo,2020-08-24 13:45:43+00:00,0,0,,#EastBatonRouge #traffic,accident with injury in #eastbatonrouge on o'neal ln at old hammond hwy #traffic http://bit.ly/12oyfoo,['hammond hwy'],[],[],[],1
489,TotalTrafficHOU,"Accident. two right lanes blocked in #WestSide on I-10 Katy Fwy Inbound at Dairy Ashford, stop and go traffic back to Eldridge Pkwy #traffic http://bit.ly/17hsIjn",2020-08-28 23:15:43+00:00,0,0,,#WestSide #traffic,"accident. two right lanes blocked in #westside on i-10 katy fwy inbound at dairy ashford, stop and go traffic back to eldridge pkwy #traffic http://bit.ly/17hsijn",['eldridge pkwy'],['i-10'],[],[],1
594,TotalTrafficAUS,"Disabled vehicle, left lane blocked in #Travis on I-35 NB at Oltorf St/Exit 232, stop and go traffic back to Ben White #ATXtraffic http://bit.ly/10BGKax",2020-08-27 21:40:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, left lane blocked in #travis on i-35 nb at oltorf st/exit 232, stop and go traffic back to ben white #atxtraffic http://bit.ly/10bgkax",['oltorf st'],['i-35'],['exit 232'],[],1
1010,iembot_shv,"At 8:12 AM CDT, 5 SW Center [Shelby Co, TX] PUBLIC reports TROPICAL STORM. TREES DOWN AT FM 417 APROX 2 MILES WEST OF HWY 96 AND FM 2694 AT BOLES FIELD. https://mesonet.agron.iastate.edu/lsr/#SHV/202008271312/202008271312",2020-08-27 13:19:21+00:00,0,0,,,"at 8:12 am cdt, 5 sw center [shelby co, tx] public reports tropical storm. trees down at fm 417 aprox 2 miles west of hwy 96 and fm 2694 at boles field. https://mesonet.agron.iastate.edu/lsr/#shv/202008271312/202008271312",[],['hwy 96'],[],[],
499,TotalTrafficHOU,"Accident. two left lanes blocked in #NwSide on N Sam Houston Pkwy EB after Bammel N. Houston, stop and go traffic back to Hwy 249 #traffic http://bit.ly/17hsIjn",2020-08-28 22:40:43+00:00,0,0,,#NwSide #traffic,"accident. two left lanes blocked in #nwside on n sam houston pkwy eb after bammel n. houston, stop and go traffic back to hwy 249 #traffic http://bit.ly/17hsijn",['houston pkwy'],['hwy 249'],[],[],1
618,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #SanMarcos on I-35 SB at Posey Rd/Exit 199 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 17:25:43+00:00,0,0,,#SanMarcos #ATXtraffic,disabled vehicle. right shoulder blocked in #sanmarcos on i-35 sb at posey rd/exit 199 #atxtraffic http://bit.ly/10bgkax,['posey rd'],['i-35'],['exit 199'],[],1
453,TotalTrafficAUS,"Accident, shoulder blocked in #Austin on Cesar Chavez St at Lamar Blvd #ATXtraffic http://bit.ly/10BGKax",2020-08-29 11:50:43+00:00,0,0,,#Austin #ATXtraffic,"accident, shoulder blocked in #austin on cesar chavez st at lamar blvd #atxtraffic http://bit.ly/10bgkax","['chavez st', 'lamar blvd']",[],[],[],1
751,TotalTrafficAUS,"Accident. right shoulder blocked, right lane partially blocked in #Austin on US 183 SB at Oak Knoll Dr, slow traffic back to Mcneil Dr/Spicewood Springs Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 22:05:43+00:00,0,0,,#Austin #ATXtraffic,"accident. right shoulder blocked, right lane partially blocked in #austin on us 183 sb at oak knoll dr, slow traffic back to mcneil dr/spicewood springs rd #atxtraffic http://bit.ly/10bgkax","['right lane', 'springs rd']",['us 183'],[],[],1
1015,JRobersonFOX8,A morning look in Golden Meadows this morning just south of the Hwy 1 floodgate. Storm surge rose quite a bit before sunrise. Winds still pretty steady. #HurricaneLaura @FOX8NOLA – at The Leeville Bridge,2020-08-27 11:53:41+00:00,30,38,@FOX8NOLA,#HurricaneLaura,a morning look in golden meadows this morning just south of the hwy 1 floodgate. storm surge rose quite a bit before sunrise. winds still pretty steady. #hurricanelaura @fox8nola – at the leeville bridge,[],['hwy 1'],[],[],0
387,TotalTrafficHOU,Accident. four lanes blocked in #WestSide on I-10 EB before Washington #traffic http://bit.ly/17hsIjn,2020-08-30 19:40:43+00:00,0,0,,#WestSide #traffic,accident. four lanes blocked in #westside on i-10 eb before washington #traffic http://bit.ly/17hsijn,[],['i-10'],[],[],1
202,TotalTrafficHOU,Closed to remove a down electrical line. in #Orange on I-10 WB between FM-105/Exit 861A and US-90/Exit 855 #traffic http://bit.ly/17hsIjn,2020-08-27 17:50:43+00:00,0,0,,#Orange #traffic,closed to remove a down electrical line. in #orange on i-10 wb between fm-105/exit 861a and us-90/exit 855 #traffic http://bit.ly/17hsijn,[],"['i-10', 'us-90']",['exit 855'],[],1
543,TotalTrafficBTR,Accident in #Livingston on I-12 WB before Hwy 63 /Frost Rd/Exit 22 #traffic http://bit.ly/12oyfoo,2020-08-28 16:15:43+00:00,0,0,,#Livingston #traffic,accident in #livingston on i-12 wb before hwy 63 /frost rd/exit 22 #traffic http://bit.ly/12oyfoo,[],"['i-12', 'hwy 63']",['exit 22'],[],1
27,NOLA_Traffic,The left lane remains closed on I-10 East at Loyola Drive due to emergency roadwork. Congestion is minimal.,2020-09-03 06:44:52+00:00,0,0,,,the left lane remains closed on i-10 east at loyola drive due to emergency roadwork. congestion is minimal.,"['left lane', 'loyola drive']",['i-10'],[],[],1
807,TotalTrafficHOU,Accident cleared in #SouthSide on 610 S Lp WB at Hwy 288 #traffic http://bit.ly/17hsIjn,2020-08-25 01:25:43+00:00,0,0,,#SouthSide #traffic,accident cleared in #southside on 610 s lp wb at hwy 288 #traffic http://bit.ly/17hsijn,[],['hwy 288'],[],[],0
401,iembot_lix,"At 11:00 AM CDT, 20 WNW Grand Isle [Lafourche Co, LA] BROADCAST MEDIA reports FLOOD. SOCIAL AND BROADCAST MEDIA IMAGES OF STREET FLOODING ALONG HIGHWAY 1 IN GOLDEN MEADOW. https://mesonet.agron.iastate.edu/lsr/#LIX/202008301600/202008301600",2020-08-30 16:11:50+00:00,0,0,,,"at 11:00 am cdt, 20 wnw grand isle [lafourche co, la] broadcast media reports flood. social and broadcast media images of street flooding along highway 1 in golden meadow. https://mesonet.agron.iastate.edu/lsr/#lix/202008301600/202008301600",[],['highway 1'],[],[],1
46,TotalTrafficAUS,Closed due to accident in #TravisCounty on Farm-To-Market Rd 812 EB between Piland Triangle and FM 973 #ATXtraffic http://bit.ly/10BGKax,2020-09-02 18:05:43+00:00,0,0,,#TravisCounty #ATXtraffic,closed due to accident in #traviscounty on farm-to-market rd 812 eb between piland triangle and fm 973 #atxtraffic http://bit.ly/10bgkax,['market rd'],[],[],[],1
3,myBIGinsurance,"Did you know that texting for five seconds while driving at 55 mph is equivalent to driving the length of a football field with your eyes closed, according to the National Highway Traffic Safety Administration? Learn more about safe driving here.",2020-09-03 22:30:00+00:00,0,0,,,"did you know that texting for five seconds while driving at 55 mph is equivalent to driving the length of a football field with your eyes closed, according to the national highway traffic safety administration? learn more about safe driving here.",['national highway'],[],[],[],0
154,_ExclusiveBEE,Still can’t get over the fact that they closed down Park Ave,2020-08-31 21:53:33+00:00,0,0,,,still can’t get over the fact that they closed down park ave,['park ave'],[],[],[],1
454,TotalTrafficAUS,"Disabled vehicle, shoulder blocked in #Travis on I 35 Inbound at Parmer Ln/Exit 245 #ATXtraffic http://bit.ly/10BGKax",2020-08-29 10:30:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, shoulder blocked in #travis on i 35 inbound at parmer ln/exit 245 #atxtraffic http://bit.ly/10bgkax",[],[],['exit 245'],[],
805,HazardTheGOD64,I swear to GOD I just seen the big women from my 500lb life. The episode they did in Lafayette with the 1ton family: she was like 800lbs or some shït. I swear to GOD I just seen her at the gas station on the breaux bridge highway.,2020-08-25 04:27:20+00:00,0,0,,,i swear to god i just seen the big women from my 500lb life. the episode they did in lafayette with the 1ton family: she was like 800lbs or some shït. i swear to god i just seen her at the gas station on the breaux bridge highway.,['bridge highway'],[],[],[],0
176,BrookshireBros,"Our Brookshire Brothers team is now serving food for those affected by Hurricane Laura and first responders at our DeRidder location, at 1203 W. 1st St., DeRidder, LA. Brookshire Brothers would also like to thank… https://www.instagram.com/p/CEesc8oHNnL/?igshid=r2v90dv20p2o",2020-08-29 16:16:45+00:00,2,3,,,"our brookshire brothers team is now serving food for those affected by hurricane laura and first responders at our deridder location, at 1203 w. 1st st., deridder, la. brookshire brothers would also like to thank… https://www.instagram.com/p/ceesc8ohnnl/?igshid=r2v90dv20p2o",['1st st'],[],[],[],0
