,Unnamed: 0,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers,road_closed
143,1908,BTRtraffic,RT BR_Traffic I-10 West is closed at LA 415 (Lobdell) due to an incident at Whiskey Bay. Motorist are being diverted onto LA 415 North to US 190 West. Congestion has reached the Mississippi River Bridge. Use caution.,2020-09-01 11:04:28+00:00,0,0,,,rt br_traffic i-10 west is closed at la 415 (lobdell) due to an incident at whiskey bay. motorist are being diverted onto la 415 north to us 190 west. congestion has reached the mississippi river bridge. use caution.,[],"['i-10', 'la 415', 'la 415', 'us 190']",[],[],1.0
144,1909,BR_Traffic,I-10 West is closed at LA 415 (Lobdell) due to an incident at Whiskey Bay. Motorist are being diverted onto LA 415 North to US 190 West. Congestion has reached the Mississippi River Bridge. Use caution.,2020-09-01 10:59:30+00:00,1,1,,,i-10 west is closed at la 415 (lobdell) due to an incident at whiskey bay. motorist are being diverted onto la 415 north to us 190 west. congestion has reached the mississippi river bridge. use caution.,[],"['i-10', 'la 415', 'la 415', 'us 190']",[],[],1.0
145,1912,BTRtraffic,RT BR_Traffic I-10 West remains closed at LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). Congestion has reached LA 1 (Port Allen). Motorists are advised to take an alternate route.,2020-09-01 10:48:11+00:00,0,0,,,rt br_traffic i-10 west remains closed at la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted at la 415 (lobdell). congestion has reached la 1 (port allen). motorists are advised to take an alternate route.,[],"['i-10', 'la 975', 'la 415', 'la 1']",[],[],1.0
146,1913,999ktdy,Westbound I-10 Closed Due To Overturned 18-Wheeler http://999ktdy.com/westbound-i-10-closed-due-to-overturned-18-wheeler/?trackback=twitter_mobile @999ktdy,2020-09-01 10:44:43+00:00,0,0,@999ktdy,,westbound i-10 closed due to overturned 18-wheeler http://999ktdy.com/westbound-i-10-closed-due-to-overturned-18-wheeler/?trackback=twitter_mobile @999ktdy,[],"['i-10', 'http://999ktdy.com/westbound-i-10-closed-due-to-overturned-18-wheeler/?trackback=twitter_mobile']",[],[],1.0
147,1914,BR_Traffic,I-10 West remains closed at LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). Congestion has reached LA 1 (Port Allen). Motorists are advised to take an alternate route.,2020-09-01 10:43:16+00:00,4,2,,,i-10 west remains closed at la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted at la 415 (lobdell). congestion has reached la 1 (port allen). motorists are advised to take an alternate route.,[],"['i-10', 'la 975', 'la 415', 'la 1']",[],[],1.0
148,1915,Laf_Traffic,I-10 West remains closed at LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). Congestion has reached LA 1 (Port Allen). Motorists are advised to take an alternate route.,2020-09-01 10:43:04+00:00,0,0,,,i-10 west remains closed at la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted at la 415 (lobdell). congestion has reached la 1 (port allen). motorists are advised to take an alternate route.,[],"['i-10', 'la 975', 'la 415', 'la 1']",[],[],1.0
149,1916,TotalTrafficBTR,5:41AM.... I-10 is now closed BOTH DIRECTIONS between Baton Rouge and Lafayette due to overturned tanker on Whiskey Bay. Hazmat,2020-09-01 10:42:18+00:00,0,0,,,5:41am.... i-10 is now closed both directions between baton rouge and lafayette due to overturned tanker on whiskey bay. hazmat,[],['i-10'],[],[],1.0
150,1918,TotalTrafficBTR,Closed due to accident in #Lafayette on I 10 EB between I-49/US-167/Opelousas/Exit 103 A&amp;B and Hwy 3000/Ramah/Maringouin/Exit 135 #traffic http://bit.ly/12oyfoo,2020-09-01 10:40:43+00:00,0,0,,#Lafayette #traffic,closed due to accident in #lafayette on i 10 eb between i-49/us-167/opelousas/exit 103 a&amp;b and hwy 3000/ramah/maringouin/exit 135 #traffic http://bit.ly/12oyfoo,[],"['i-49', 'us-167', 'hwy 3000']","['exit 103', 'exit 135']",[],1.0
151,1919,KATCTV3,I-10 is now closed at LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted westbound at LA 415 (Lobdell) or I-49 eastbound.,2020-09-01 10:38:50+00:00,1,0,,,i-10 is now closed at la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted westbound at la 415 (lobdell) or i-49 eastbound.,[],"['i-10', 'la 975', 'la 415', 'i-49']",[],[],1.0
152,1921,Laf_Traffic,I-10 East is closed at I-49 due to an incident. Traffic congestion is minimal. Motorists are advised to take an alternate route.,2020-09-01 10:32:33+00:00,0,0,,,i-10 east is closed at i-49 due to an incident. traffic congestion is minimal. motorists are advised to take an alternate route.,[],"['i-10', 'i-49']",[],[],1.0
153,1925,KATCTV3,I-10 West is now closed at LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). Congestion remains minimal. Motorists are advised to take an alternate route.,2020-09-01 10:21:14+00:00,6,10,,,i-10 west is now closed at la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted at la 415 (lobdell). congestion remains minimal. motorists are advised to take an alternate route.,[],"['i-10', 'la 975', 'la 415']",[],[],1.0
154,1926,GerronJordan,TRAFFIC : I-10 West is closed at Whiskey Bay. Traffic is being diverted at LA-415. This will be a headache for folks heading toward Lafayette this morning until it can reopen @BRProudNews,2020-09-01 10:17:58+00:00,0,2,@BRProudNews,,traffic : i-10 west is closed at whiskey bay. traffic is being diverted at la-415. this will be a headache for folks heading toward lafayette this morning until it can reopen @brproudnews,[],['i-10'],[],[],1.0
155,1927,Laf_Traffic,I-10 West is now closed at Louisiana Avenue due to a stalled vehicle. Traffic congestion is minimal. Motorists are advised to take an alternate route.,2020-09-01 10:14:32+00:00,1,0,,,i-10 west is now closed at louisiana avenue due to a stalled vehicle. traffic congestion is minimal. motorists are advised to take an alternate route.,['louisiana avenue'],['i-10'],[],[],1.0
156,1931,BTRtraffic,RT BR_Traffic I-10 West is now closed at LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). Congestion remains minimal. Motorists are advised to take an alternate route.,2020-09-01 09:34:11+00:00,0,0,,,rt br_traffic i-10 west is now closed at la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted at la 415 (lobdell). congestion remains minimal. motorists are advised to take an alternate route.,[],"['i-10', 'la 975', 'la 415']",[],[],1.0
157,1932,TotalTrafficBTR,4:30am.....I-10 West is closed before LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). ALT: Hwy 190,2020-09-01 09:30:50+00:00,0,0,,,4:30am.....i-10 west is closed before la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted at la 415 (lobdell). alt: hwy 190,[],"['i-10', 'la 975', 'la 415', 'hwy 190']",[],[],1.0
158,1933,TotalTrafficBTR,Closed due to accident in #WestBatonRouge on I 10 WB between LA-415/Lobdell/Exit 151 and Hwy 975/Whiskey Bay/Exit 127 #traffic http://bit.ly/12oyfoo,2020-09-01 09:30:43+00:00,0,0,,#WestBatonRouge #traffic,closed due to accident in #westbatonrouge on i 10 wb between la-415/lobdell/exit 151 and hwy 975/whiskey bay/exit 127 #traffic http://bit.ly/12oyfoo,[],['hwy 975'],"['exit 151', 'exit 127']",[],1.0
159,1934,BR_Traffic,I-10 West is now closed at LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). Congestion remains minimal. Motorists are advised to take an alternate route.,2020-09-01 09:29:36+00:00,1,0,,,i-10 west is now closed at la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted at la 415 (lobdell). congestion remains minimal. motorists are advised to take an alternate route.,[],"['i-10', 'la 975', 'la 415']",[],[],1.0
160,1935,Laf_Traffic,I-10 West is now closed at LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). Congestion remains minimal. Motorists are advised to take an alternate route.,2020-09-01 09:29:34+00:00,1,1,,,i-10 west is now closed at la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted at la 415 (lobdell). congestion remains minimal. motorists are advised to take an alternate route.,[],"['i-10', 'la 975', 'la 415']",[],[],1.0
161,1936,BTRtraffic,RT BR_Traffic I-10 West is now closed before LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). Congestion remains minimal. Motorists are advised to take an alternate route.,2020-09-01 09:25:03+00:00,0,0,,,rt br_traffic i-10 west is now closed before la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted at la 415 (lobdell). congestion remains minimal. motorists are advised to take an alternate route.,[],"['i-10', 'la 975', 'la 415']",[],[],1.0
163,2110,TotalTrafficSAT,"Closed due to accident in #Bexar on I-35 (Downtown South) NB between Laredo/Cevallos and Alamo St/Frio St, stopped traffic back to Hwy 90 #traffic http://bit.ly/17hwv06",2020-08-31 23:50:43+00:00,0,0,,#Bexar #traffic,"closed due to accident in #bexar on i-35 (downtown south) nb between laredo/cevallos and alamo st/frio st, stopped traffic back to hwy 90 #traffic http://bit.ly/17hwv06","['alamo st', 'frio st']","['i-35', 'hwy 90']",[],[],1.0
172,2357,TxDOTHouston,I-69 Eastex NB ramp to I-10 WB is closed due to heavy truck crash. ,2020-08-31 22:30:53+00:00,1,5,,,i-69 eastex nb ramp to i-10 wb is closed due to heavy truck crash. ,[],"['i-69', 'i-10']",[],[],1.0
175,2425,KHOU,"TRAFFIC ALERT: The Eastex Freeway entrance ramp to I-10 East is closed after an 18-wheeler truck overturned, spilling produce across the freeway. You may want to find an alternate route if you're headed this way. ",2020-08-31 22:12:26+00:00,6,6,,,"traffic alert: the eastex freeway entrance ramp to i-10 east is closed after an 18-wheeler truck overturned, spilling produce across the freeway. you may want to find an alternate route if you're headed this way. ",[],['i-10'],[],[],1.0
176,2497,_ExclusiveBEE,Still can’t get over the fact that they closed down Park Ave ,2020-08-31 21:53:33+00:00,0,0,,,still can’t get over the fact that they closed down park ave ,['park ave'],[],[],[],1.0
187,2824,statesman,NOW: The southbound lanes of I-35 are closed at Texas 45 due to an individual in distress ,2020-08-31 20:14:40+00:00,4,6,,,now: the southbound lanes of i-35 are closed at texas 45 due to an individual in distress ,[],['i-35'],[],[],1.0
194,2983,TxDOTAustin,Traffic Alert: Southbound I-35 closed at SH 45 in Round Rock -exit 250- due to pedestrian activity. Main lanes and frontage affected. #my35 #atxtraffic,2020-08-31 19:28:04+00:00,3,2,,#my35 #atxtraffic,traffic alert: southbound i-35 closed at sh 45 in round rock -exit 250- due to pedestrian activity. main lanes and frontage affected. #my35 #atxtraffic,[],['i-35'],[],[],1.0
197,3045,TotalTrafficBTR,"Road construction, left lane closed in #Ascension on I 10 EB before US 61/Gramercy/Sorrento/Exit 187 #traffic http://bit.ly/12oyfoo",2020-08-31 15:55:43+00:00,0,0,,#Ascension #traffic,"road construction, left lane closed in #ascension on i 10 eb before us 61/gramercy/sorrento/exit 187 #traffic http://bit.ly/12oyfoo",[],['us 61'],['exit 187'],[],1.0
198,3048,TotalTrafficBTR,"Road marking operations, left lane closed in #Ascension on I 10 EB before US 61/Gramercy/Sorrento/Exit 187 #traffic http://bit.ly/12oyfoo",2020-08-31 15:50:45+00:00,0,0,,#Ascension #traffic,"road marking operations, left lane closed in #ascension on i 10 eb before us 61/gramercy/sorrento/exit 187 #traffic http://bit.ly/12oyfoo",[],['us 61'],['exit 187'],[],1.0
199,3079,TotalTrafficBTR,Closed due to accident in #Lafayette on I 10 WB between Louisiana Ave/Exit 104 and I-49/US-167/Opelousas/Exit 103 A&amp;B #traffic http://bit.ly/12oyfoo,2020-08-31 13:15:44+00:00,0,0,,#Lafayette #traffic,closed due to accident in #lafayette on i 10 wb between louisiana ave/exit 104 and i-49/us-167/opelousas/exit 103 a&amp;b #traffic http://bit.ly/12oyfoo,['louisiana ave'],"['i-49', 'us-167']","['exit 104', 'exit 103']",[],1.0
201,3098,TotalTrafficBTR,Closed due to accident in #Iberville on I 10 EB at LA-77/Rosedale/Grosse Tete/Exit 139 and LA-415/Lobdell/Exit 151 #traffic http://bit.ly/12oyfoo,2020-08-31 09:45:43+00:00,0,0,,#Iberville #traffic,closed due to accident in #iberville on i 10 eb at la-77/rosedale/grosse tete/exit 139 and la-415/lobdell/exit 151 #traffic http://bit.ly/12oyfoo,[],[],"['exit 139', 'exit 151']",[],1.0
213,3722,TotalTrafficHOU,Closed due to accident in #Tomball on SH-99 Lanier Pkwy - N WB between Boudreaux Rd/Gleannloch Forest Dr and FM-2920 #traffic http://bit.ly/17hsIjn,2020-08-29 10:45:43+00:00,0,0,,#Tomball #traffic,closed due to accident in #tomball on sh-99 lanier pkwy - n wb between boudreaux rd/gleannloch forest dr and fm-2920 #traffic http://bit.ly/17hsijn,"['lanier pkwy', 'boudreaux rd']",[],[],[],1.0
218,3898,TotalTrafficBTR,Closed because of accident. in #EastBatonRouge on I-110 SB between Plank Rd/N 22nd St/ Memorial Stadium/Exit 2B and Scenic Hwy/Exit 2A #traffic http://bit.ly/12oyfoo,2020-08-28 21:50:43+00:00,0,0,,#EastBatonRouge #traffic,closed because of accident. in #eastbatonrouge on i-110 sb between plank rd/n 22nd st/ memorial stadium/exit 2b and scenic hwy/exit 2a #traffic http://bit.ly/12oyfoo,"['plank rd', 'scenic hwy']",['i-110'],[],[],1.0
220,3988,iembot_shv,"At 10:20 AM CDT, 7 WNW Robeline [Natchitoches Co, LA] TRAINED SPOTTER reports HURRICANE. TREES DOWN ON HIGHWAY 120. https://mesonet.agron.iastate.edu/lsr/#SHV/202008271520/202008271520",2020-08-28 17:58:27+00:00,0,0,,,"at 10:20 am cdt, 7 wnw robeline [natchitoches co, la] trained spotter reports hurricane. trees down on highway 120. https://mesonet.agron.iastate.edu/lsr/#shv/202008271520/202008271520",[],['highway 120'],[],[],1.0
227,4135,Mojo1130,"Me trying to figure out how long @max94one traffic person gonna keep this lie going bout I-10 being closed between Lafayette, Louisiana to Texas line due to hurricane Laura? Do some research at http://511LA.org cause it’s… https://www.instagram.com/p/CEbpa0hnZol/?igshid=13dyda2q5x7r6",2020-08-28 11:57:52+00:00,0,0,@max94one,,"me trying to figure out how long @max94one traffic person gonna keep this lie going bout i-10 being closed between lafayette, louisiana to texas line due to hurricane laura? do some research at http://511la.org cause it’s… https://www.instagram.com/p/cebpa0hnzol/?igshid=13dyda2q5x7r6",[],['i-10'],[],[],1.0
228,4156,TotalTrafficHOU,"Closed due to accident in #NorthSide on BELTWAY 8-NORTH EB between Aldine Westfeild and John F Kennedy Blvd, stopped traffic back to Imperial Vly Dr #traffic http://bit.ly/17hsIjn",2020-08-28 11:15:43+00:00,0,0,,#NorthSide #traffic,"closed due to accident in #northside on beltway 8-north eb between aldine westfeild and john f kennedy blvd, stopped traffic back to imperial vly dr #traffic http://bit.ly/17hsijn",['kennedy blvd'],[],[],[],1.0
229,4172,TotalTrafficHOU,"Vehicle fire is out but highway is still closed due to accident. in #NorthSide on BELTWAY 8-NORTH EB between Aldine Westfeild and John F Kennedy Blvd, stopped traffic back to Imperial Vly Dr #traffic http://bit.ly/17hsIjn",2020-08-28 11:00:43+00:00,0,0,,#NorthSide #traffic,"vehicle fire is out but highway is still closed due to accident. in #northside on beltway 8-north eb between aldine westfeild and john f kennedy blvd, stopped traffic back to imperial vly dr #traffic http://bit.ly/17hsijn",['kennedy blvd'],[],[],[],1.0
